algorithm_time_s,curvature_energy_1pm,deviation_max_m,deviation_rmse_m,error,footprint_clearance_mean_m,footprint_clearance_min_m,footprint_clearance_p05_m,footprint_collision_sample_count,footprint_pose_sample_count,max_abs_curvature_1pm,method,metric_spacing_m,native_point_count,output_path_sha256,path_length_m,pivot_competitive_candidates,pivot_corners,pivot_g2_transitions,pivot_marker_count,pivot_max_angle_rad,pivot_max_footprint_cost,pivot_mean_transition_score,pivot_output_points,pivot_pivots,pivot_runtime_s,pivot_total_angle_rad,pivot_valid_candidates,planner,point_count,raw_path_sha256,repetition,scenario,success,translation_curvature_energy_1pm,translation_max_abs_curvature_1pm,translation_path_length_m,translation_segment_count,wall_time_s
0.0,23.87058952795239,2.220446049250313e-16,4.04438252565071e-17,,0.37643715229605246,0.07644806095482698,0.11464466264901119,0,127,14.931846648030852,raw,0.05,64,a299e1e7dd5588157e5a2ac2fc4890eb31b101a5da017be804e3ae85f391b60d,3.530643425136016,,,,0,0.0,,,,,,0,,ThetaStar,72,a299e1e7dd5588157e5a2ac2fc4890eb31b101a5da017be804e3ae85f391b60d,1,vertical_rack_detour,True,23.87058952795239,14.931846648030852,3.530643425136016,1,0.004667930999858072
0.0,2.69980353777387,0.044072077855329184,0.013308686049750855,,0.3810786937404516,0.11464466264901119,0.11464466264901119,0,120,2.293623360186472,simple,0.05,64,f56472744b66b0292da2b5175b194e5cfb5d66c9a80b6328cdbb0424356192bb,3.4646457659623295,,,,0,0.0,,,,,,0,,ThetaStar,71,a299e1e7dd5588157e5a2ac2fc4890eb31b101a5da017be804e3ae85f391b60d,1,vertical_rack_detour,True,2.69980353777387,2.293623360186472,3.4646457659623295,1,0.005636554999000509
0.0,6.554474460229572,0.012676580913731242,0.0031457652171464788,,0.3627175659510503,0.11464466264901119,0.11464466264901119,0,122,4.241276717628401,savitzky_golay,0.05,64,58bf12dca4e20b30f753aca11b3d42945c770ebb005b103cc3136ddd52671357,3.5117239907177593,,,,0,0.0,,,,,,0,,ThetaStar,72,a299e1e7dd5588157e5a2ac2fc4890eb31b101a5da017be804e3ae85f391b60d,1,vertical_rack_detour,True,6.554474460229572,4.241276717628401,3.5117239907177593,1,0.010451043001012295
0.0,5.392965780501481,0.03412586597790765,0.020411183982538664,,0.39813801069183585,0.11464466264901119,0.11464466264901119,0,120,5.821461258258319,constrained,0.05,64,ec2bbcbd025b30b1da874046f8aaa7127abf3f08abaf74554d772465d618195f,3.5178381912862036,,,,0,0.0,,,,,,0,,ThetaStar,72,a299e1e7dd5588157e5a2ac2fc4890eb31b101a5da017be804e3ae85f391b60d,1,vertical_rack_detour,True,5.392965780501481,5.821461258258319,3.5178381912862036,1,0.010310742998626665
0.0,7.422677093125925,0.042179862409308815,0.008633971716913812,,0.3568666565382541,0.11464466264901119,0.12275854577833645,0,177,5.350189542683984,pivot_g2,0.05,163,2264c631391378ef4329fffe5a62c660c92f7b0a198b286a27e4c26a517be4a3,3.494867144693464,16,6,5,1,0.4636476090008062,200,0.891485,163,1,0.00141956,0.4636476090008062,23,ThetaStar,71,a299e1e7dd5588157e5a2ac2fc4890eb31b101a5da017be804e3ae85f391b60d,1,vertical_rack_detour,True,5.209940115178868,5.350189542683984,3.4962018835280344,2,0.009377440999742248
0.0,9.530291928849314,2.220446049250313e-16,6.341108682771403e-17,,0.5067631613317073,0.1449222268733815,0.2146446641391273,0,243,6.643693474215089,raw,0.05,120,65aaa283caed754a8bb3966a6b85ab75445919f82ba672dca47878e621bb4791,6.09131844125298,,,,0,0.0,,,,,,0,,ThetaStar,123,65aaa283caed754a8bb3966a6b85ab75445919f82ba672dca47878e621bb4791,1,horizontal_rack_detour,True,9.530291928849314,6.643693474215089,6.09131844125298,1,0.022554496999873663
0.0,1.889525106270428,0.03230289833691292,0.008133944054384425,,0.4871734907247575,0.2146446641391273,0.2146446641391273,0,234,1.7630170993106318,simple,0.05,120,6712a8c20b1fc0dcaa0c93b3a7411cf9cfd9d6cd47667a7adefd5dc621240780,6.056375742432696,,,,0,0.0,,,,,,0,,ThetaStar,123,65aaa283caed754a8bb3966a6b85ab75445919f82ba672dca47878e621bb4791,1,horizontal_rack_detour,True,1.889525106270428,1.7630170993106318,6.056375742432696,1,0.01735368400113657
0.0,2.960311540742575,0.006054739778988966,0.001418125707843634,,0.4793945387227183,0.2146446641391273,0.2413743645589977,0,212,2.423044196634234,savitzky_golay,0.05,120,78d7377be3f69d8d7a1a38a2964f63e7328af99e84f62d733806fe8ddfae68f7,6.08550583428731,,,,0,0.0,,,,,,0,,ThetaStar,123,65aaa283caed754a8bb3966a6b85ab75445919f82ba672dca47878e621bb4791,1,horizontal_rack_detour,True,2.960311540742575,2.423044196634234,6.08550583428731,1,0.011344681999617023
0.030000000000000002,2.5971722267750983,0.040916998086207794,0.014212948203775116,,0.4837159918650767,0.2146446641391273,0.23390290478282266,0,199,2.9250842836670796,constrained,0.05,120,dcc9b04919babdd803e9ce90146d926e913d13b8f3c66033a13e02c5976c595c,6.096362962674666,,,,0,0.0,,,,,,0,,ThetaStar,123,65aaa283caed754a8bb3966a6b85ab75445919f82ba672dca47878e621bb4791,1,horizontal_rack_detour,True,2.5971722267750983,2.9250842836670796,6.096362962674666,1,0.04416758099978324
0.006,5.808037707967326,0.013270156057246562,0.004398212001890783,,0.409695560282759,0.2146446641391273,0.23390290478282266,0,225,5.2642717471208895,pivot_g2,0.05,204,fd5cabc804879ce86059c6c089c92ba60ffc48decc60b0527df1fbc3833241fd,6.084266664481301,11,7,4,3,0.3217505543966422,200,1,204,3,0.00141012,0.954499389398825,18,ThetaStar,123,65aaa283caed754a8bb3966a6b85ab75445919f82ba672dca47878e621bb4791,1,horizontal_rack_detour,True,3.243435276464288,3.718362707526044,6.085956981171804,4,0.024893286999940756
0.003,10.586468416278914,1.6653345369377348e-16,3.2300595708537726e-17,,0.3125696764130022,0.1449222268733815,0.2146446641391273,0,199,9.250310114884396,raw,0.05,95,c822244724d7cdacecb1bb00cfdbec119fa871ae56f86dc726b5492033d970fe,4.804138924663965,,,,0,0.0,,,,,,0,,ThetaStar,98,c822244724d7cdacecb1bb00cfdbec119fa871ae56f86dc726b5492033d970fe,1,right_rack_detour,True,10.586468416278914,9.250310114884396,4.804138924663965,1,0.007236498000565916
0.0,2.1132032467520028,0.03899918485629024,0.00959186287674576,,0.32998398886408375,0.2146446641391273,0.2146446641391273,0,174,1.9794215068088645,simple,0.05,95,0d2b5fca29c24039dc9b4f191de317cc3db56168206dd855db0c6e668f99eff1,4.765797971185257,,,,0,0.0,,,,,,0,,ThetaStar,97,c822244724d7cdacecb1bb00cfdbec119fa871ae56f86dc726b5492033d970fe,1,right_rack_detour,True,2.1132032467520028,1.9794215068088645,4.765797971185257,1,0.015277401998901041
0.0,2.9273428443473986,0.009817754106654973,0.0018296988328444955,,0.33437328004887884,0.21959563989254183,0.23390290478282266,0,167,2.7775261891175456,savitzky_golay,0.05,95,32bd40a56e6d870cfb8bdee770d54ecfb44245759b1a878cc3bb654b38651e7a,4.7975576164903755,,,,0,0.0,,,,,,0,,ThetaStar,97,c822244724d7cdacecb1bb00cfdbec119fa871ae56f86dc726b5492033d970fe,1,right_rack_detour,True,2.9273428443473986,2.7775261891175456,4.7975576164903755,1,0.006859508999696118
0.0,2.2721471387894843,0.042489118484206015,0.015333340947729101,,0.3362177243468454,0.2146446641391273,0.23390290478282266,0,157,2.040825207474077,constrained,0.05,95,69c68e9c5babf0557cd239346f2965516723577272cc21ad1dad45d2b78caba0,4.812059078642961,,,,0,0.0,,,,,,0,,ThetaStar,98,c822244724d7cdacecb1bb00cfdbec119fa871ae56f86dc726b5492033d970fe,1,right_rack_detour,True,2.2721471387894843,2.040825207474077,4.812059078642961,1,0.011091052998381201
0.0,3.34593653650444,0.0323758151092393,0.01334098745741387,,0.3108286493469702,0.21959563989254183,0.21959563989254183,0,169,3.7492307169352492,pivot_g2,0.05,163,dadc1114b39f060a88be00967f7045267b19258bf242dc4f3405bdea568bff16,4.794701842470732,13,4,4,0,0.0,200,1,163,0,0.0018025,0,21,ThetaStar,97,c822244724d7cdacecb1bb00cfdbec119fa871ae56f86dc726b5492033d970fe,1,right_rack_detour,True,3.34593653650444,3.7492307169352492,4.794701842470732,1,0.010838897000212455
0.0,27.255751021200826,4.440892098500626e-16,7.145304777218859e-17,,0.48540778056671346,0.06464466190395313,0.2146446641391273,0,524,11.656228105628351,raw,0.05,260,e5d1348111c868021774536b83d52d389c6f2015862241d82f8105e9bcd04f2f,13.646315280980623,,,,0,0.0,,,,,,0,,ThetaStar,275,e5d1348111c868021774536b83d52d389c6f2015862241d82f8105e9bcd04f2f,1,long_southwest_to_northeast,True,27.255751021200826,11.656228105628351,13.646315280980623,1,0.019214879001083318
0.003,4.351472288051532,0.03730312840053469,0.008552606176866215,,0.4671293341528261,0.06464466190395313,0.2146446641391273,0,524,2.0721477609566445,simple,0.05,260,41ee15fdc31d858fdeaca09c0db9c962e0487c165393bd4322f6d3975abbf746,13.552568035118897,,,,0,0.0,,,,,,0,,ThetaStar,273,e5d1348111c868021774536b83d52d389c6f2015862241d82f8105e9bcd04f2f,1,long_southwest_to_northeast,True,4.351472288051532,2.0721477609566445,13.552568035118897,1,0.017482023000411573
0.0,8.858459519611403,0.01773894803918704,0.0020268166195472155,,0.46921481510209134,0.06464466190395313,0.2146446641391273,0,485,5.263759217985202,savitzky_golay,0.05,260,adf5436f642f2422bed7834d4e01e049f831fc6d93afe643058e87e126afcaad,13.624985612881288,,,,0,0.0,,,,,,0,,ThetaStar,274,e5d1348111c868021774536b83d52d389c6f2015862241d82f8105e9bcd04f2f,1,long_southwest_to_northeast,True,8.858459519611403,5.263759217985202,13.624985612881288,1,0.019408730999202817
0.0,6.170812059826186,0.04107251326888098,0.012201362142580406,,0.4602375138314119,0.06464466190395313,0.2146446641391273,0,429,3.5527299133952157,constrained,0.05,260,5afa3f0fead0cb9c99b1e0a88ced5b4a140dde4c6d103053793d0abfe0209216,13.641180917189766,,,,0,0.0,,,,,,0,,ThetaStar,274,e5d1348111c868021774536b83d52d389c6f2015862241d82f8105e9bcd04f2f,1,long_southwest_to_northeast,True,6.170812059826186,3.5527299133952157,13.641180917189766,1,0.02348798099956184
0.018000000000000002,12.888409080387714,0.0254092016213417,0.004037783580979994,,0.43856404752197164,0.06464466190395313,0.2146446641391273,0,589,10.819119507340732,pivot_g2,0.05,560,1ca6225e4020fc97965b22fb1457e2ecf18ac55a1feef5e1369d00d84009d77c,13.620622011926027,65,15,14,1,0.7853981633974485,200,0.975262,560,1,0.0138813,0.7853981633974485,99,ThetaStar,274,e5d1348111c868021774536b83d52d389c6f2015862241d82f8105e9bcd04f2f,1,long_southwest_to_northeast,True,5.878589854787002,3.790883346060526,13.623996443069236,2,0.03680285700102104
0.009000000000000001,28.96562795319141,4.440892098500626e-16,6.555245309585932e-17,,0.42121572864968787,0.1449222268733815,0.2146446641391273,0,545,13.211045397234837,raw,0.05,259,4afa89142cfe3e30f8fe4dceb140edf61b9a1983a400144d93c37f30c2cec56b,13.6437870078889,,,,0,0.0,,,,,,0,,ThetaStar,274,4afa89142cfe3e30f8fe4dceb140edf61b9a1983a400144d93c37f30c2cec56b,1,long_northeast_to_southwest,True,28.96562795319141,13.211045397234837,13.6437870078889,1,0.022116926000308013
0.0,3.450046293064265,0.036625392834008785,0.00773681919482065,,0.4021667463744682,0.11464466264901119,0.2146446641391273,0,480,1.892173078429749,simple,0.05,259,b369a4e3d597ebf36f7371badc74fd9b5f9dbc0fbc265e1c7c5ec2511e8a6cf5,13.56224182296272,,,,0,0.0,,,,,,0,,ThetaStar,273,4afa89142cfe3e30f8fe4dceb140edf61b9a1983a400144d93c37f30c2cec56b,1,long_northeast_to_southwest,True,3.450046293064265,1.892173078429749,13.56224182296272,1,0.010415435001050355
0.0,7.4064853957899865,0.01486201384118413,0.001990646586850631,,0.40234169033231726,0.11464466264901119,0.2474873771031409,0,450,4.038571942491414,savitzky_golay,0.05,259,15a436818e31908d78e80368d26e9fb05152f6665fe68edecf708915cf397538,13.619395906724673,,,,0,0.0,,,,,,0,,ThetaStar,274,4afa89142cfe3e30f8fe4dceb140edf61b9a1983a400144d93c37f30c2cec56b,1,long_northeast_to_southwest,True,7.4064853957899865,4.038571942491414,13.619395906724673,1,0.014927060999980313
0.021,5.522101440203916,0.031286377378145595,0.010057957527126122,,0.3960187180962296,0.11464466264901119,0.23390290478282266,0,429,4.158181921651146,constrained,0.05,259,4d3ba8d65577dfafec3d7701843f80044392533ae2864ae4574a79097402d6e4,13.639763447229306,,,,0,0.0,,,,,,0,,ThetaStar,274,4afa89142cfe3e30f8fe4dceb140edf61b9a1983a400144d93c37f30c2cec56b,1,long_northeast_to_southwest,True,5.522101440203916,4.158181921651146,13.639763447229306,1,0.03482451499985473
0.0,15.71822255085626,0.014679162791609045,0.00314211119219747,,0.4134640530960212,0.06464466190395313,0.21959563989254183,0,529,13.211045397234995,pivot_g2,0.05,514,df34d82d2e4f36e8384a9b0b18e453ef60edc1961c21e7b8a3427568c08ebfdf,13.625934441831545,62,17,15,2,0.785398163397448,200,0.978337,514,2,0.00644183,0.9505468408120751,102,ThetaStar,274,4afa89142cfe3e30f8fe4dceb140edf61b9a1983a400144d93c37f30c2cec56b,1,long_northeast_to_southwest,True,6.5190025240683065,3.7600580322364796,13.628226993557508,3,0.025227334999726736
0.0,5.1002111312387,4.440892098500626e-16,9.677360986340288e-17,,0.8002824218807613,0.12275854577833645,0.2146446641391273,0,432,3.4349646960949354,raw,0.05,214,b44b951f1f0f1074e0aaa7cc3f66a29c15d57fed8b98fe1f14aefdc8d6bd7c20,12.085153966863464,,,,0,0.0,,,,,,0,,ThetaStar,243,b44b951f1f0f1074e0aaa7cc3f66a29c15d57fed8b98fe1f14aefdc8d6bd7c20,1,crossing_northwest_to_southeast,True,5.1002111312387,3.4349646960949354,12.085153966863464,1,0.013905556999816326
0.003,0.45547820703997566,0.015010734665652496,0.003636870670919907,,0.7546935874829813,0.2146446641391273,0.2146446641391273,0,432,0.6708777790248245,simple,0.05,214,7b500bc3656cab94463541f697ef05e8806ac2eecd1d189a895c932543fe9090,12.070657687966037,,,,0,0.0,,,,,,0,,ThetaStar,243,b44b951f1f0f1074e0aaa7cc3f66a29c15d57fed8b98fe1f14aefdc8d6bd7c20,1,crossing_northwest_to_southeast,True,0.45547820703997566,0.6708777790248245,12.070657687966037,1,0.010902162999627762
0.0,1.3845109680217234,0.005211393706604708,0.0011629650496660733,,0.7781970313845649,0.2146446641391273,0.2146446641391273,0,381,1.0931732620949273,savitzky_golay,0.05,214,35c72090d3d1cecea67d0e22d9ffd4972f12d76182a32f17a6c81b1937d15e6a,12.079880240350828,,,,0,0.0,,,,,,0,,ThetaStar,243,b44b951f1f0f1074e0aaa7cc3f66a29c15d57fed8b98fe1f14aefdc8d6bd7c20,1,crossing_northwest_to_southeast,True,1.3845109680217234,1.0931732620949273,12.079880240350828,1,0.013676198999746703
0.006,0.6557588211011167,0.019133616608167796,0.005718666923033917,,0.7806434549705338,0.2146446641391273,0.23390290478282266,0,371,0.8302609007902736,constrained,0.05,214,72c67787a32f4388790890c83bcf458d5caae0df99139e6c0a7384781b83734a,12.083892327539157,,,,0,0.0,,,,,,0,,ThetaStar,243,b44b951f1f0f1074e0aaa7cc3f66a29c15d57fed8b98fe1f14aefdc8d6bd7c20,1,crossing_northwest_to_southeast,True,0.6557588211011167,0.8302609007902736,12.083892327539157,1,0.026173845999437617
0.0,2.3350043197552774,0.055574420693983106,0.01758903268343575,,0.7372827877609105,0.2146446641391273,0.2146446641391273,0,471,1.7397460246078074,pivot_g2,0.05,465,c26c94b236c6b09b5c31eb3418de1483ba4f0d7122f4772015108c5d4a8b7100,12.07785145439069,54,13,13,0,0.0,200,0.973077,465,0,0.00856919,0,93,ThetaStar,243,b44b951f1f0f1074e0aaa7cc3f66a29c15d57fed8b98fe1f14aefdc8d6bd7c20,1,crossing_northwest_to_southeast,True,2.3350043197552774,1.7397460246078074,12.07785145439069,1,0.025624432000768138
0.0,10.393284616382514,2.220446049250313e-16,2.8328685509662797e-17,,0.6611834378993082,0.1449222268733815,0.2146446641391273,0,266,10.645834363835602,raw,0.05,127,5589fb3e223a928f4fb9989c8e0410f5ce39bfe2cfe513957fa0c32ff5f7c8f6,6.844286294984423,,,,0,0.0,,,,,,0,,ThetaStar,138,5589fb3e223a928f4fb9989c8e0410f5ce39bfe2cfe513957fa0c32ff5f7c8f6,1,central_south_to_north,True,10.393284616382514,10.645834363835602,6.844286294984423,1,0.00671695799974259
0.0,0.7153701772419533,0.030800461798113438,0.005823686373111144,,0.6538552488755797,0.2146446641391273,0.23390290478282266,0,255,1.448581680804423,simple,0.05,127,2e65fe2b2d006d28f2e180d4317112efca9b9223874925ad5f4cc5217328a4dc,6.821921027306835,,,,0,0.0,,,,,,0,,ThetaStar,138,5589fb3e223a928f4fb9989c8e0410f5ce39bfe2cfe513957fa0c32ff5f7c8f6,1,central_south_to_north,True,0.7153701772419533,1.448581680804423,6.821921027306835,1,0.015264981000655098
0.003,1.9025128333016252,0.010359212325773725,0.0015979460782152804,,0.6588291898512924,0.2474873771031409,0.2474873771031409,0,217,2.8432617146292185,savitzky_golay,0.05,127,9a74cfafc4e5e6f521e9f9b8e4c658218c9fc2be8d33e7abe0fe7a7dd67290b8,6.83641272902456,,,,0,0.0,,,,,,0,,ThetaStar,138,5589fb3e223a928f4fb9989c8e0410f5ce39bfe2cfe513957fa0c32ff5f7c8f6,1,central_south_to_north,True,1.9025128333016252,2.8432617146292185,6.83641272902456,1,0.010471718000189867
0.012,0.863662731443444,0.03274169056571484,0.012123617991480597,,0.6569990430283167,0.23390290478282266,0.2474873771031409,0,214,1.220399151444222,constrained,0.05,127,33b631f1eafb153d9f36bafe7fcf6d88138eba931c2076b2bfc7e6576f17b199,6.845169797587614,,,,0,0.0,,,,,,0,,ThetaStar,138,5589fb3e223a928f4fb9989c8e0410f5ce39bfe2cfe513957fa0c32ff5f7c8f6,1,central_south_to_north,True,0.863662731443444,1.220399151444222,6.845169797587614,1,0.019831146000797162
0.0,4.1465330536187865,0.04615643080521961,0.017338198869338864,,0.5706339514491412,0.2146446641391273,0.2146446641391273,0,253,6.34057346491764,pivot_g2,0.05,244,e509dc9614662a823dc893b9591740fa42a2087722621096a6d841f1ebb40230,6.820371006832571,16,5,3,2,0.321750554396642,200,0.888078,244,2,0.00263907,0.643501108793284,24,ThetaStar,138,5589fb3e223a928f4fb9989c8e0410f5ce39bfe2cfe513957fa0c32ff5f7c8f6,1,central_south_to_north,True,1.0580671751638213,1.5058952719178724,6.821020640848066,3,0.013915845998781151
0.0,13.870986572076308,2.220446049250313e-16,4.7745371109350785e-17,,0.42569600897500753,0.12275854577833645,0.18366155606981613,0,273,8.26565566327993,raw,0.05,127,5947e6176039f34fe93c4e279c1b28d548cf2c869d971f5bf1e3390372e035d4,6.5845954185214275,,,,0,0.0,,,,,,0,,ThetaStar,133,5947e6176039f34fe93c4e279c1b28d548cf2c869d971f5bf1e3390372e035d4,1,right_south_to_north,True,13.870986572076308,8.26565566327993,6.5845954185214275,1,0.008142152000800706
0.0,1.538616149658576,0.03178326842389366,0.007636422662908055,,0.432908203197994,0.2146446641391273,0.2146446641391273,0,275,1.9625011099809855,simple,0.05,127,c2e4cd1015d4fc857335871ba815db917e1630461b0d62990729393041dbb3e9,6.547103733462999,,,,0,0.0,,,,,,0,,ThetaStar,132,5947e6176039f34fe93c4e279c1b28d548cf2c869d971f5bf1e3390372e035d4,1,right_south_to_north,True,1.538616149658576,1.9625011099809855,6.547103733462999,1,0.013323200000741053
0.0,3.687074145297738,0.00922196030987555,0.0017622916932267696,,0.42974156771503136,0.2146446641391273,0.23390290478282266,0,241,3.1943424772381164,savitzky_golay,0.05,127,ee6d1d0a7748ffd388f1c088d4b0fca95a3b20beb4e5c4972807022b0047e737,6.575339777001091,,,,0,0.0,,,,,,0,,ThetaStar,133,5947e6176039f34fe93c4e279c1b28d548cf2c869d971f5bf1e3390372e035d4,1,right_south_to_north,True,3.687074145297738,3.1943424772381164,6.575339777001091,1,0.008386309000343317
0.0,3.0570236052452784,0.019257996581353458,0.007448018018390045,,0.4366818763409482,0.21959563989254183,0.23390290478282266,0,225,2.4887925827801127,constrained,0.05,127,1aa7d482f702a2a03ded53200d8db75c8587c843f34cd81367745ba90530f9c5,6.575784615356439,,,,0,0.0,,,,,,0,,ThetaStar,133,5947e6176039f34fe93c4e279c1b28d548cf2c869d971f5bf1e3390372e035d4,1,right_south_to_north,True,3.0570236052452784,2.4887925827801127,6.575784615356439,1,0.01995473200076958
0.0,4.867888938299265,0.013549653404519472,0.0022409852086881883,,0.3770889009900252,0.2146446641391273,0.23390290478282266,0,300,3.7565116972078036,pivot_g2,0.05,295,2145c2a732dfc0cbfa62a17900de4b3054a4ffc255f0f1a8824048be93ba20e3,6.572972348995877,33,10,9,1,0.19739555984988089,200,0.96652,295,1,0.00396584,0.19739555984988089,52,ThetaStar,133,5947e6176039f34fe93c4e279c1b28d548cf2c869d971f5bf1e3390372e035d4,1,right_south_to_north,True,4.413816182189111,3.7565116972078036,6.573215080042836,2,0.01739008799995645
0.0,0.0,0.0,0.0,,0.564644669354534,0.5646446693545337,0.5646446693545337,0,113,0.0,raw,0.05,57,8e8937e9c159df347bfeb35a8ef5ba9f07427b0a573b34c67b41c67bdab7e75a,2.8000000417232513,,,,0,0.0,,,,,,0,,ThetaStar,58,8e8937e9c159df347bfeb35a8ef5ba9f07427b0a573b34c67b41c67bdab7e75a,1,upper_open_short,True,0.0,0.0,2.8000000417232513,1,0.005441129000246292
0.0,0.0,0.0,0.0,,0.564644669354534,0.5646446693545337,0.5646446693545337,0,113,0.0,simple,0.05,57,8e8937e9c159df347bfeb35a8ef5ba9f07427b0a573b34c67b41c67bdab7e75a,2.8000000417232513,,,,0,0.0,,,,,,0,,ThetaStar,58,8e8937e9c159df347bfeb35a8ef5ba9f07427b0a573b34c67b41c67bdab7e75a,1,upper_open_short,True,0.0,0.0,2.8000000417232513,1,0.005703345999791054
